idx,observationId,sourceId,runId,fieldx,fieldy,posx,posy,parallactic,airmass,zenith,seed,chip,intensity,temperature
63,103254,5428168582830742784,63,-0.02200215682387352,-0.02051248773932457,-0.22723379731178284,-0.21190913021564484,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW0,3560636,4883.25
64,103254,5620725916764276224,64,0.01896899938583374,-0.02140580490231514,0.19573889672756195,-0.22104033827781677,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW0,4303668,4082.666748046875
65,103254,5620915960476190080,65,0.021747184917330742,-0.02101147174835205,0.224497452378273,-0.21661676466464996,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,648703,4420.32275390625
66,103254,5428171567828585088,66,-0.018889058381319046,-0.022024400532245636,-0.1948920637369156,-0.2274877279996872,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW1,342253,8221.1328125
67,103254,5621319683099192192,67,0.01905127428472042,0.019455645233392715,0.1967352032661438,0.2007463574409485,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW0,347069,7834.3671875
68,103254,5430256074374323328,68,-0.02151697501540184,0.02212114818394184,-0.22191862761974335,0.22801189124584198,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW1,8002928,5114.0
69,103254,5621515159953369856,69,0.02270805463194847,0.021619156002998352,0.23431701958179474,0.22276829183101654,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW1,491586,4034.182373046875
70,103254,5620916682030633984,70,0.022154485806822777,-0.019494280219078064,0.22844690084457397,-0.20099252462387085,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,10548518,4062.550048828125
71,103254,5620822154091746048,71,0.021856680512428284,-0.021387262269854546,0.22551140189170837,-0.22071194648742676,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,398844,6297.55126953125
72,103254,5621326112674862464,72,0.020846212282776833,0.021194903180003166,0.21490661799907684,0.21891051530838013,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW1,1511576,5499.669921875
73,103254,5430256035712862848,73,-0.021313495934009552,0.02187235653400421,-0.21959003806114197,0.2255477011203766,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW1,357086,6264.732421875
74,103254,5620727939687312000,74,0.01882924512028694,-0.019705357030034065,0.1940024197101593,-0.20353491604328156,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW0,346101,8005.27197265625
75,103254,5430244598220759040,75,-0.02032897248864174,0.02165975794196129,-0.20960599184036255,0.22341285645961761,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW0,346060,8772.1689453125
76,103254,5621321332366945408,76,0.019982751458883286,0.020615221932530403,0.20609405636787415,0.21273227035999298,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW0,3503947,5039.0
77,103254,5620919808766839936,77,0.02272736094892025,-0.019693434238433838,0.234542578458786,-0.20321060717105865,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,528988,8716.921875
78,103254,5621323295176290176,78,0.019833708181977272,0.021855007857084274,0.20454120635986328,0.22547638416290283,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW1,260184,8740.912109375
79,103254,5430244357702615936,79,-0.01996832713484764,0.020846568048000336,-0.2062404304742813,0.2153720110654831,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW0,552451,9055.814453125
80,103254,5430256207511601024,80,-0.021065890789031982,0.021915581077337265,-0.21693676710128784,0.22614191472530365,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW1,350864,6152.68310546875
81,103254,5430244971877072256,81,-0.019703760743141174,0.020436828956007957,-0.20359371602535248,0.2112264186143875,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW0,341101,9971.189453125
82,103254,5620825422564754304,82,0.022858649492263794,-0.02126699686050415,0.23588067293167114,-0.2192920595407486,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,3561675,5423.94970703125
83,103254,5430245766451785600,83,-0.01904918998479843,0.021495843306183815,-0.19641518592834473,0.22199103236198425,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW0,1247218,5020.783203125
84,103254,5620726947548812160,84,0.019652508199214935,-0.021365374326705933,0.20285649597644806,-0.2207316756248474,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW0,361471,4253.044921875
85,103254,5621300441645856512,85,0.020981768146157265,0.018877994269132614,0.21681073307991028,0.1947026401758194,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW0,360077,8620.0029296875
86,103254,5621324703925628928,86,0.0210518017411232,0.01954604499042034,0.21737204492092133,0.20189909636974335,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW0,9499755,5771.0
87,103254,5620916235354109056,87,0.021368980407714844,-0.019924640655517578,0.21990236639976501,-0.2054806649684906,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,5971880,5010.5
88,103254,5428167002282857856,88,-0.021279439330101013,-0.022858666256070137,-0.219347283244133,-0.23567667603492737,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW1,1477829,4956.13330078125
89,103254,5428168509812959360,89,-0.02216203883290291,-0.020566025748848915,-0.229173943400383,-0.21234236657619476,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW0,555852,7044.4892578125
90,103254,5428168234933689856,90,-0.02169032394886017,-0.021355824545025826,-0.22357743978500366,-0.22022028267383575,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW1,439689,6398.14990234375
91,103254,5621326005291591680,91,0.02049063891172409,0.021889666095376015,0.21145574748516083,0.2256067842245102,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R44_SW1,335450,7867.841796875
92,103254,5620919396449998080,92,0.02269405871629715,-0.02012196183204651,0.23379836976528168,-0.20774373412132263,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,476619,5775.1865234375
93,103254,5620919671327855616,93,0.022287122905254364,-0.019140444695949554,0.22966422140598297,-0.19743195176124573,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,2190888,3918.666748046875
94,103254,5430255421539271552,94,-0.02262943983078003,0.022618446499109268,-0.23337461054325104,0.2332887500524521,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R40_SW1,1114532,4874.75
95,103254,5428544061748202112,95,-0.02194211632013321,-0.019324107095599174,-0.22649049758911133,-0.1994381695985794,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW0,433853,8852.6640625
96,103254,5428532173278645760,96,-0.02257351391017437,-0.01977379247546196,-0.23344752192497253,-0.20419423282146454,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW0,1182337,4371.25
97,103254,5620822089670128896,97,0.021625805646181107,-0.02150050178170204,0.2230687141418457,-0.22185306251049042,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW1,3268883,4789.5
98,103254,5428171675207125120,98,-0.01886031962931156,-0.021856995299458504,-0.19444502890110016,-0.22528378665447235,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R00_SW1,1114675,5205.79052734375
99,103254,5620914787944658560,99,0.020528016611933708,-0.020682478323578835,0.21190288662910461,-0.21367262303829193,0.647416353225708,1.1815377473831177,0.5616927742958069,11,R04_SW0,1222150,5114.0
