idx,observationId,sourceId,runId,fieldx,fieldy,posx,posy,parallactic,airmass,zenith,seed,chip,intensity
0,789849,6869180099756989696,0,-0.019176075235009193,-0.020485633984208107,-0.19663260877132416,-0.212132066488266,-2.738729953765869,1.035051941871643,0.2609896957874298,7,R00_SW0,3284541
